COND天气状况,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WDIR风向,WSC风力,WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
晴,-7.4,-6.3,1022,27,0.0,2,1,1.1,23.0,16.0,0.0,42.0,6.0,27.0,0.5
晴,-7.1,-6.8,1022,34,0.0,2,1,1.2,21.0,11.0,16.0,41.0,7.0,27.0,0.5
晴,-5.3,-5.2,1022,35,0.0,6,1,1.5,27.0,15.0,27.0,51.0,7.0,14.0,0.6
晴,-4.3,-3.1,1022,26,0.0,4,1,1.1,57.0,31.0,64.0,66.0,18.0,6.0,1.6
晴,-2.5,-1.4,1022,24,0.0,6,1,1.9,75.0,55.0,99.0,73.0,27.0,4.0,2.8
晴,-1.1,0.4,1020,21,0.0,6,1,1.4,61.0,42.0,72.0,68.0,29.0,13.0,1.7
晴,1.1,3.3,1019,14,0.0,8,1,1.2,67.0,48.0,71.0,64.0,28.0,21.0,1.6
晴,1.0,2.3,1018,16,0.0,6,1,3.2,44.0,25.0,44.0,35.0,18.0,48.0,0.7
晴,2.4,4.2,1018,15,0.0,8,1,1.9,40.0,14.0,40.0,22.0,13.0,62.0,0.4
晴,1.0,2.5,1018,16,0.0,6,1,2.5,44.0,25.0,44.0,32.0,15.0,51.0,0.5
多云,-0.7,0.6,1018,21,0.0,8,1,2.1,52.0,35.0,53.0,40.0,16.0,44.0,0.7
多云,-1.6,-0.3,1019,25,0.0,8,1,1.2,78.0,57.0,79.0,72.0,23.0,17.0,1.1
多云,-2.7,-1.6,1019,28,0.0,6,1,1.0,102.0,76.0,99.0,86.0,32.0,6.0,1.4
多云,-3.9,-3.3,1019,33,0.0,8,1,1.0,120.0,91.0,109.0,90.0,27.0,5.0,1.5
多云,-4.4,-3.8,1019,33,0.0,2,1,0.9,128.0,97.0,121.0,93.0,27.0,4.0,2.2
多云,-7.1,-7.7,1019,45,0.0,2,1,0.8,122.0,92.0,115.0,89.0,29.0,4.0,3.0
多云,-6.1,-6.8,1019,47,0.0,2,1,0.7,97.0,72.0,93.0,85.0,27.0,4.0,2.7
多云,-5.5,-6.0,1019,46,0.0,2,1,0.6,93.0,69.0,89.0,84.0,29.0,4.0,2.6
多云,-7.0,-8.5,1019,50,0.0,2,1,1.6,109.0,82.0,119.0,87.0,32.0,4.0,3.1
多云,-6.5,-8.2,1018,53,0.0,6,1,1.4,110.0,83.0,128.0,86.0,34.0,3.0,3.1
多云,-2.9,-3.3,1019,42,0.0,6,1,1.5,168.0,127.0,153.0,94.0,59.0,5.0,4.3
多云,0.2,1.6,1018,24,0.0,8,1,1.2,170.0,129.0,156.0,89.0,55.0,5.0,4.5
晴,2.1,3.6,1018,16,0.0,6,1,2.6,152.0,116.0,147.0,93.0,48.0,5.0,3.6
晴,2.8,3.9,1016,14,0.0,6,4,4.3,155.0,118.0,136.0,87.0,38.0,14.0,2.6
晴,3.7,4.9,1015,14,0.0,6,4,4.0,142.0,108.0,121.0,67.0,30.0,35.0,1.7
晴,4.6,6.5,1015,13,0.0,6,1,1.5,135.0,103.0,107.0,47.0,28.0,56.0,1.3
晴,4.7,7.3,1015,13,0.0,4,1,0.3,115.0,87.0,95.0,45.0,28.0,58.0,1.2
晴,3.7,5.7,1015,14,0.0,6,1,1.4,119.0,90.0,97.0,52.0,27.0,54.0,1.2
霾,1.9,3.6,1015,18,0.0,6,1,1.4,72.0,52.0,56.0,35.0,17.0,63.0,0.7
霾,0.4,2.0,1016,21,0.0,6,1,1.2,123.0,93.0,120.0,82.0,32.0,22.0,1.5
霾,-1.1,0.2,1015,25,0.0,6,1,1.2,125.0,95.0,125.0,97.0,33.0,6.0,1.6
霾,-4.1,-4.1,1016,36,0.0,6,1,1.6,169.0,128.0,138.0,101.0,47.0,4.0,2.3
霾,-4.6,-4.3,1015,37,0.0,8,1,0.8,189.0,142.0,151.0,105.0,52.0,4.0,2.7
霾,-5.2,-5.2,1015,40,0.0,2,1,0.8,205.0,155.0,179.0,107.0,52.0,5.0,3.5
霾,-6.8,-7.9,1015,49,0.0,8,1,1.0,176.0,133.0,179.0,97.0,42.0,4.0,3.7
霾,-7.2,-8.2,1014,49,0.0,2,1,0.7,233.0,183.0,241.0,108.0,58.0,8.0,5.4
霾,-7.4,-9.1,1014,55,0.0,2,1,0.9,264.0,214.0,250.0,110.0,56.0,10.0,5.8
霾,-6.7,-8.7,1014,54,0.0,2,1,1.7,241.0,191.0,216.0,94.0,44.0,7.0,5.3
霾,-7.0,-8.8,1014,54,0.0,6,1,1.3,178.0,134.0,154.0,94.0,38.0,5.0,4.6
霾,-6.0,-7.8,1015,55,0.0,2,1,1.3,92.0,68.0,0.0,73.0,29.0,2.0,2.3
霾,-1.8,-1.9,1015,40,0.0,2,1,1.4,73.0,53.0,71.0,70.0,26.0,2.0,2.4
多云,1.4,1.9,1015,28,0.0,2,1,2.8,54.0,38.0,50.0,49.0,16.0,15.0,1.2
多云,2.4,3.6,1014,24,0.0,2,1,1.6,44.0,30.0,44.0,34.0,14.0,34.0,0.8
多云,3.7,5.0,1013,20,0.0,2,1,1.9,48.0,33.0,42.0,38.0,15.0,36.0,0.9
多云,3.9,5.0,1012,19,0.0,2,1,2.7,94.0,43.0,137.0,53.0,16.0,29.0,1.2
多云,3.8,5.4,1013,19,0.0,2,1,1.3,73.0,53.0,67.0,57.0,18.0,32.0,1.2
多云,3.4,5.0,1013,20,0.0,2,1,1.2,87.0,64.0,86.0,63.0,26.0,34.0,1.3
阴,2.7,4.3,1013,22,0.0,2,1,0.9,103.0,77.0,103.0,68.0,27.0,32.0,1.3
阴,2.4,3.8,1013,24,0.0,2,1,1.0,124.0,94.0,116.0,78.0,28.0,22.0,1.5
阴,1.0,2.5,1014,28,0.0,2,1,0.4,140.0,107.0,122.0,89.0,29.0,10.0,1.7
阴,0.9,1.0,1015,38,0.0,4,1,1.6,139.0,106.0,127.0,94.0,36.0,3.0,1.9
阴,-0.5,-3.5,1016,67,0.0,4,1,3.2,142.0,108.0,127.0,93.0,38.0,3.0,2.1
阴,-1.7,-5.5,1016,78,0.0,4,1,2.2,218.0,168.0,203.0,99.0,72.0,6.0,2.8
阴,-2.2,-6.7,1016,83,0.0,4,1,2.7,261.0,211.0,273.0,95.0,59.0,2.0,3.1
阴,-2.8,-7.8,1017,82,0.0,2,4,4.4,266.0,216.0,242.0,78.0,28.0,2.0,2.7
阴,-3.1,-7.3,1017,78,0.0,4,1,2.8,202.0,152.0,160.0,63.0,19.0,2.0,2.6
阴,-3.7,-7.2,1017,73,0.0,2,1,1.7,170.0,129.0,130.0,61.0,19.0,2.0,2.7
阴,-4.3,-7.4,1017,72,0.0,2,1,1.0,168.0,127.0,0.0,62.0,26.0,2.0,2.8
阴,-3.6,-6.0,1018,65,0.0,2,1,1.1,149.0,114.0,0.0,64.0,44.0,2.0,3.1
阴,-3.2,-5.0,1018,57,0.0,4,1,1.4,132.0,100.0,114.0,66.0,76.0,2.0,3.2
阴,-3.6,-5.1,1019,54,0.0,4,1,1.3,139.0,106.0,122.0,67.0,79.0,2.0,2.9
阴,-3.4,-4.4,1020,50,0.0,6,1,1.1,138.0,105.0,127.0,67.0,82.0,2.0,2.9
阴,-3.5,-4.6,1020,48,0.0,4,1,1.7,142.0,108.0,128.0,67.0,76.0,2.0,2.8
阴,-3.1,-3.7,1021,45,0.0,4,1,1.3,149.0,114.0,133.0,65.0,68.0,4.0,2.6
阴,-2.7,-3.4,1020,43,0.0,4,1,1.9,163.0,124.0,149.0,64.0,64.0,5.0,2.6
阴,-2.4,-3.4,1020,45,0.0,2,1,2.5,142.0,108.0,129.0,61.0,61.0,9.0,2.2
阴,-2.3,-3.4,1019,45,0.0,4,1,2.6,127.0,96.0,110.0,55.0,59.0,16.0,2.1
阴,-2.4,-4.0,1019,51,0.0,4,1,2.6,129.0,98.0,106.0,49.0,57.0,23.0,2.0
阴,-2.5,-3.9,1019,50,0.0,4,1,2.3,147.0,112.0,128.0,49.0,55.0,21.0,2.0
阴,-2.5,-4.2,1019,55,0.0,4,1,1.8,150.0,115.0,129.0,55.0,57.0,18.0,2.2
多云,-2.4,-3.6,1019,53,0.0,4,1,1.1,173.0,131.0,150.0,61.0,54.0,10.0,2.4
多云,-2.5,-3.3,1020,54,0.0,4,1,0.3,178.0,134.0,163.0,67.0,50.0,4.0,2.4
多云,-2.1,-4.0,1020,59,0.0,4,1,1.4,175.0,132.0,156.0,68.0,48.0,2.0,2.2
多云,-2.2,-3.8,1020,60,0.0,2,1,0.7,179.0,135.0,156.0,70.0,47.0,2.0,2.3
多云,-2.0,-4.0,1020,61,0.0,6,1,1.3,205.0,155.0,159.0,62.0,41.0,9.0,1.9
多云,-1.9,-3.8,1021,61,0.0,8,1,1.2,198.0,148.0,0.0,60.0,41.0,10.0,1.8
多云,-2.5,-5.5,1021,73,0.0,4,1,1.0,192.0,144.0,152.0,63.0,42.0,8.0,1.8
多云,-4.1,-8.9,1022,84,0.0,4,1,2.4,195.0,146.0,157.0,62.0,34.0,7.0,1.7
多云,-4.9,-9.5,1022,83,0.0,4,1,1.7,195.0,146.0,0.0,60.0,19.0,4.0,1.7
多云,-5.0,-9.4,1022,82,0.0,4,1,1.4,193.0,145.0,0.0,60.0,19.0,2.0,2.4
多云,-5.1,-9.7,1022,83,0.0,2,1,1.5,150.0,115.0,0.0,53.0,16.0,2.0,1.7
多云,-6.0,-10.7,1022,84,0.0,2,1,1.2,83.0,61.0,0.0,37.0,13.0,22.0,0.7
多云,-6.4,-11.4,1022,86,0.0,1,1,1.4,87.0,64.0,0.0,41.0,12.0,13.0,0.9
多云,-5.5,-6.5,1023,40,0.0,8,1,3.3,78.0,57.0,0.0,33.0,12.0,25.0,0.8
晴,-5.9,-7.1,1023,37,0.0,8,4,4.9,23.0,16.0,0.0,14.0,9.0,62.0,0.4
晴,-6.9,-7.5,1025,35,0.0,8,4,3.4,29.0,16.0,29.0,16.0,8.0,60.0,0.4
晴,-4.9,-4.6,1024,23,0.0,2,4,4.9,45.0,19.0,45.0,11.0,8.0,68.0,0.6
晴,-4.2,-4.0,1023,22,0.0,2,4,5.8,33.0,15.0,33.0,9.0,7.0,71.0,0.6
晴,-3.7,-3.1,1022,21,0.0,2,4,4.6,25.0,17.0,20.0,9.0,6.0,73.0,0.6
晴,-3.3,-2.6,1021,24,0.0,2,1,3.0,28.0,19.0,24.0,9.0,7.0,74.0,0.6
晴,-3.8,-3.4,1021,22,0.0,9,4,5.1,29.0,20.0,29.0,11.0,6.0,74.0,0.5
晴,-5.4,-4.9,1022,28,0.0,8,1,2.4,20.0,14.0,16.0,17.0,5.0,62.0,0.6
晴,-5.6,-6.0,1022,31,0.0,8,4,4.2,22.0,15.0,0.0,26.0,18.0,47.0,0.7
晴,-6.0,-6.1,1022,28,0.0,8,4,4.2,17.0,11.0,14.0,21.0,16.0,54.0,0.7
晴,-6.7,-6.2,1022,25,0.0,8,1,3.2,21.0,9.0,10.0,13.0,13.0,65.0,0.6
晴,-7.8,-7.7,1022,24,0.0,8,4,5.0,23.0,5.0,12.0,7.0,4.0,72.0,0.6
晴,-8.9,-8.5,1023,23,0.0,8,4,4.0,23.0,4.0,22.0,5.0,3.0,73.0,0.6
晴,-9.7,-9.0,1023,22,0.0,8,4,3.5,36.0,4.0,36.0,5.0,2.0,70.0,0.6
晴,大寒,-9.8,1024,22,0.0,8,1,2.9,19.0,6.0,19.0,11.0,4.0,60.0,0.8
晴,-9.5,-8.6,1025,21,0.0,2,1,3.2,22.0,8.0,22.0,19.0,4.0,50.0,0.9
晴,-8.4,-7.1,1025,19,0.0,8,1,2.5,25.0,9.0,25.0,17.0,5.0,53.0,0.9
晴,-6.9,-6.0,1024,17,0.0,8,4,4.7,29.0,4.0,29.0,13.0,7.0,60.0,0.9
晴,-6.6,-6.2,1023,16,0.0,8,4,7.8,25.0,9.0,25.0,11.0,7.0,64.0,0.9
晴,-5.9,-5.5,1023,18,0.0,8,4,6.7,33.0,5.0,33.0,7.0,5.0,69.0,0.8
晴,-5.5,-4.7,1022,18,0.0,8,4,4.8,63.0,13.0,75.0,6.0,5.0,69.0,0.8
晴,-5.1,-4.8,1023,19,0.0,8,4,6.7,57.0,9.0,63.0,6.0,6.0,69.0,0.7
晴,-5.0,-4.5,1023,20,0.0,8,4,5.3,48.0,6.0,48.0,7.0,4.0,68.0,0.7
晴,-5.6,-5.2,1023,23,0.0,8,4,4.3,43.0,12.0,43.0,8.0,2.0,67.0,0.6
晴,-5.7,-5.3,1024,24,0.0,8,4,3.8,54.0,10.0,58.0,10.0,3.0,66.0,0.6
晴,-7.6,-7.4,1025,27,0.0,2,1,3.3,61.0,15.0,72.0,14.0,3.0,60.0,0.7
晴,-8.1,-7.2,1025,27,0.0,2,1,1.4,65.0,14.0,79.0,20.0,8.0,52.0,0.7
晴,-8.6,-8.0,1026,29,0.0,2,1,1.5,38.0,16.0,38.0,24.0,3.0,44.0,0.7
晴,大寒,-9.9,1026,33,0.0,4,1,0.9,43.0,11.0,43.0,38.0,4.0,26.0,0.8
晴,大寒,-11.5,1026,37,0.0,2,1,0.8,38.0,15.0,38.0,36.0,5.0,28.0,0.9
晴,-9.6,-10.5,1028,44,0.0,6,1,1.2,95.0,71.0,97.0,61.0,33.0,3.0,2.3
晴,-7.8,-7.9,1028,33,0.0,6,1,2.3,104.0,78.0,111.0,62.0,46.0,3.0,2.6
晴,-6.3,-6.1,1029,29,0.0,6,1,2.8,97.0,72.0,93.0,58.0,42.0,6.0,1.9
晴,-5.2,-4.8,1028,25,0.0,6,4,3.7,93.0,69.0,103.0,54.0,44.0,12.0,1.7
晴,-2.4,-1.6,1026,20,0.0,6,4,3.9,162.0,123.0,159.0,52.0,43.0,28.0,2.1
晴,-1.9,-0.7,1026,19,0.0,6,1,2.8,165.0,125.0,159.0,53.0,41.0,37.0,2.2
晴,-1.6,-0.5,1026,19,0.0,6,1,3.1,132.0,100.0,125.0,45.0,30.0,44.0,1.5
多云,-4.0,-2.9,1028,25,0.0,6,1,1.6,80.0,59.0,91.0,50.0,25.0,37.0,1.1
多云,-4.9,-3.8,1029,29,0.0,4,1,0.7,92.0,68.0,108.0,65.0,26.0,20.0,1.1
多云,-8.0,-8.6,1031,42,0.0,4,1,1.3,148.0,113.0,137.0,84.0,36.0,2.0,1.6
多云,-9.2,-9.8,1031,47,0.0,8,1,0.3,156.0,119.0,143.0,84.0,43.0,3.0,2.0
多云,-7.9,-8.9,1031,43,0.0,2,1,2.0,173.0,131.0,157.0,81.0,45.0,7.0,2.8
多云,-8.4,-10.5,1032,52,0.0,2,1,2.1,196.0,147.0,161.0,75.0,52.0,7.0,3.1
多云,-7.8,-10.5,1033,55,0.0,2,1,3.2,166.0,126.0,152.0,71.0,54.0,5.0,3.0
多云,-6.9,-9.2,1033,54,0.0,2,1,2.6,162.0,123.0,159.0,68.0,63.0,3.0,4.1
多云,-6.0,-7.7,1033,51,0.0,2,1,2.1,160.0,122.0,150.0,68.0,83.0,3.0,4.8
多云,-5.1,-6.6,1033,49,0.0,4,1,2.2,142.0,108.0,143.0,68.0,90.0,3.0,4.5
多云,-3.5,-4.1,1030,41,0.0,4,1,2.0,162.0,123.0,154.0,72.0,84.0,6.0,4.0
多云,-3.3,-3.6,1029,40,0.0,2,1,1.7,183.0,138.0,161.0,76.0,83.0,7.0,3.9
多云,-3.1,-3.3,1030,38,0.0,2,1,1.8,190.0,143.0,166.0,78.0,80.0,8.0,3.6
多云,-3.3,-3.5,1029,40,0.0,2,1,1.4,182.0,137.0,157.0,79.0,81.0,7.0,3.2
小雪,-3.8,-4.3,1029,42,0.0,2,1,1.5,182.0,137.0,148.0,79.0,76.0,7.0,2.7
小雪,-4.0,-4.7,1029,43,0.0,2,1,1.8,170.0,129.0,144.0,84.0,76.0,4.0,2.8
小雪,-5.0,-6.1,1030,48,0.0,2,1,1.4,189.0,142.0,164.0,88.0,78.0,2.0,3.2
小雪,-5.0,-6.7,1030,51,0.0,2,1,2.2,182.0,137.0,154.0,85.0,84.0,2.0,3.2
小雪,-6.4,-9.5,1030,62,0.0,2,1,2.6,156.0,119.0,126.0,81.0,75.0,2.0,2.6
小雪,-6.5,-11.1,1030,78,0.0,2,1,2.2,180.0,136.0,152.0,80.0,71.0,3.0,2.9
小雪,-6.9,-12.0,1030,82,0.0,2,1,2.3,199.0,149.0,170.0,74.0,59.0,4.0,2.9
小雪,-7.1,-12.5,1030,84,0.0,2,1,2.4,183.0,138.0,152.0,63.0,40.0,3.0,2.5
小雪,-7.1,-12.6,1030,85,0.0,2,1,2.5,142.0,108.0,109.0,56.0,19.0,2.0,2.1
小雪,-7.0,-11.9,1030,83,0.0,2,1,1.6,140.0,107.0,112.0,54.0,14.0,2.0,2.1
小雪,-6.3,-10.9,1029,81,0.0,2,1,1.7,139.0,106.0,0.0,54.0,17.0,2.0,2.4
小雪,-6.1,-10.6,1030,81,0.0,2,1,1.5,178.0,134.0,0.0,60.0,22.0,2.0,2.8
小雪,-5.8,-10.5,1030,80,0.0,2,1,2.3,166.0,126.0,0.0,60.0,25.0,2.0,2.5
小雪,-5.5,-9.9,1031,79,0.0,2,1,2.0,130.0,99.0,0.0,60.0,29.0,2.0,2.2
小雪,-4.8,-8.8,1030,74,0.0,2,1,2.3,122.0,92.0,0.0,56.0,29.0,2.0,2.1
小雪,-4.4,-8.0,1030,72,0.0,2,1,1.9,118.0,89.0,0.0,52.0,32.0,2.0,2.1
小雪,-3.7,-6.9,1029,68,0.0,2,1,2.1,148.0,113.0,116.0,54.0,34.0,2.0,2.6
小雪,-3.2,-6.0,1028,65,0.0,2,1,2.2,179.0,135.0,0.0,56.0,37.0,5.0,2.6
小雪,-3.2,-5.8,1028,61,0.0,2,1,2.6,209.0,159.0,0.0,62.0,39.0,8.0,2.6
小雪,-3.1,-5.7,1028,63,0.0,2,1,2.0,206.0,156.0,0.0,65.0,39.0,10.0,2.6
小雪,-3.3,-5.9,1028,64,0.0,2,1,1.8,211.0,161.0,0.0,65.0,37.0,9.0,2.5
多云,-3.8,-6.8,1029,66,0.0,2,1,2.2,195.0,146.0,0.0,65.0,34.0,8.0,2.1
多云,-4.4,-7.6,1030,70,0.0,2,1,1.6,196.0,147.0,148.0,70.0,31.0,3.0,2.2
多云,-4.8,-8.6,1031,74,0.0,2,1,1.8,206.0,156.0,156.0,72.0,33.0,2.0,2.3
多云,-4.9,-8.8,1032,78,0.0,4,1,1.3,186.0,140.0,0.0,68.0,34.0,2.0,2.5
多云,-5.3,-9.3,1033,78,0.0,2,1,1.4,186.0,140.0,0.0,65.0,36.0,2.0,2.7
多云,-5.7,-9.4,1033,74,0.0,4,1,1.3,182.0,137.0,145.0,64.0,36.0,2.0,3.1
多云,-6.1,-10.1,1034,77,0.0,2,1,1.3,189.0,142.0,0.0,59.0,33.0,2.0,2.8
多云,-6.3,-10.5,1035,76,0.0,2,1,1.8,207.0,157.0,0.0,57.0,38.0,2.0,3.0
多云,-6.1,-6.0,1035,26,0.0,8,4,4.3,129.0,98.0,0.0,53.0,35.0,8.0,1.9
多云,-6.7,-6.5,1035,25,0.0,8,4,4.1,19.0,13.0,0.0,15.0,7.0,54.0,0.4
多云,-7.5,-7.4,1036,23,0.0,1,4,5.4,20.0,6.0,10.0,11.0,5.0,61.0,0.4
多云,-8.0,-8.1,1036,23,0.0,8,4,6.6,21.0,8.0,21.0,10.0,5.0,63.0,0.4
多云,-9.0,-8.8,1037,19,0.0,8,4,7.0,20.0,12.0,13.0,10.0,4.0,64.0,0.4
多云,-9.7,-9.1,1039,20,0.0,8,4,4.6,24.0,7.0,24.0,8.0,3.0,68.0,0.4
多云,-10.0,-9.8,1040,20,0.0,8,4,6.4,25.0,7.0,25.0,12.0,3.0,64.0,0.5
多云,大寒,-10.0,1040,19,0.0,8,4,7.0,19.0,10.0,18.0,15.0,4.0,59.0,0.5
多云,大寒,-9.0,1040,16,0.0,2,4,4.0,54.0,6.0,58.0,10.0,3.0,67.0,0.6
多云,-9.5,-8.4,1040,15,0.0,8,4,4.8,42.0,7.0,42.0,7.0,2.0,70.0,0.6
晴,大寒,-9.5,1041,17,0.0,8,4,5.3,42.0,11.0,42.0,8.0,3.0,69.0,0.5
晴,大寒,-9.3,1041,18,0.0,8,1,3.0,36.0,11.0,36.0,10.0,3.0,65.0,0.6
晴,大寒,-10.4,1042,18,0.0,8,4,3.9,45.0,10.0,45.0,14.0,4.0,58.0,0.7
晴,大寒,-10.8,1042,22,0.0,8,1,2.8,28.0,6.0,28.0,12.0,3.0,60.0,0.7
晴,大寒,-12.5,1041,26,0.0,2,1,1.5,25.0,10.0,25.0,16.0,5.0,53.0,0.8
晴,大寒,-14.1,1041,17,0.0,2,4,5.3,15.0,7.0,14.0,21.0,7.0,46.0,0.9
晴,大寒,-13.8,1042,16,0.0,8,4,7.7,16.0,9.0,15.0,19.0,6.0,50.0,0.9
晴,大寒,-13.9,1041,16,0.0,8,4,7.2,19.0,8.0,19.0,12.0,7.0,59.0,0.9
晴,大寒,-12.8,1039,16,0.0,8,4,6.2,33.0,10.0,33.0,5.0,6.0,67.0,0.8
晴,大寒,-12.4,1040,17,0.0,8,4,5.5,44.0,12.0,44.0,5.0,5.0,67.0,0.8
晴,大寒,-13.5,1040,18,0.0,8,4,7.1,54.0,11.0,57.0,6.0,4.0,66.0,0.8
晴,大寒,-14.5,1040,20,0.0,8,4,6.7,54.0,6.0,58.0,6.0,3.0,66.0,0.8
晴,大寒,-14.8,1041,21,0.0,8,4,5.7,54.0,10.0,57.0,7.0,3.0,65.0,0.7
晴,-15.1,-15.2,1041,22,0.0,8,4,6.3,52.0,11.0,54.0,9.0,3.0,63.0,0.8
晴,-15.1,-15.8,1041,22,0.0,8,6,9.0,59.0,12.0,68.0,11.0,3.0,60.0,0.8
晴,大寒,-15.7,1041,23,0.0,8,6,8.3,56.0,11.0,61.0,11.0,3.0,59.0,0.9
晴,大寒,-15.0,1041,23,0.0,8,4,6.5,72.0,12.0,94.0,11.0,5.0,57.0,0.9
晴,大寒,-14.5,1041,22,0.0,8,4,4.1,67.0,14.0,84.0,12.0,5.0,55.0,1.0
晴,大寒,-14.5,1039,25,0.0,8,4,5.7,45.0,10.0,45.0,9.0,4.0,60.0,1.0
晴,大寒,-13.6,1039,25,0.0,8,1,3.1,49.0,9.0,49.0,8.0,4.0,60.0,1.0
晴,大寒,-14.0,1038,26,0.0,8,4,4.8,54.0,8.0,57.0,7.0,4.0,61.0,1.0
晴,大寒,-13.4,1038,25,0.0,8,4,4.8,51.0,9.0,52.0,9.0,4.0,60.0,1.0
晴,大寒,-13.0,1038,26,0.0,8,1,3.2,42.0,8.0,42.0,10.0,3.0,59.0,1.0
晴,大寒,-13.5,1038,28,0.0,8,4,4.6,35.0,7.0,35.0,11.0,3.0,58.0,1.0
晴,大寒,-12.2,1038,28,0.0,8,1,3.0,30.0,8.0,30.0,15.0,4.0,54.0,1.0
晴,-8.9,-7.9,1037,21,0.0,8,1,2.9,24.0,11.0,24.0,34.0,24.0,31.0,1.2
晴,-6.2,-5.5,1035,18,0.0,8,4,5.3,33.0,17.0,33.0,22.0,15.0,50.0,1.1
晴,-4.8,-4.0,1034,16,0.0,8,4,5.8,27.0,9.0,27.0,14.0,13.0,60.0,1.0
晴,-4.3,-3.3,1033,17,0.0,8,4,4.3,23.0,13.0,23.0,9.0,6.0,69.0,0.7
晴,-4.0,-2.8,1033,18,0.0,8,1,3.1,32.0,14.0,32.0,11.0,7.0,66.0,0.7
晴,-4.4,-2.8,1033,20,0.0,8,1,1.6,30.0,10.0,30.0,14.0,6.0,64.0,0.6
晴,-4.8,-3.6,1032,22,0.0,8,1,2.0,30.0,13.0,30.0,17.0,7.0,60.0,0.6
晴,-7.4,-6.3,1032,29,0.0,6,1,0.7,28.0,10.0,28.0,33.0,14.0,41.0,0.7
晴,-8.9,-8.7,1032,35,0.0,6,1,1.1,34.0,20.0,34.0,51.0,9.0,21.0,0.7
晴,-8.4,-8.2,1032,33,0.0,6,1,1.5,51.0,27.0,51.0,69.0,10.0,2.0,1.1
晴,-8.8,-8.9,1031,35,0.0,8,1,1.6,57.0,36.0,63.0,73.0,19.0,2.0,1.8
晴,-5.5,-4.7,1030,24,0.0,8,1,2.6,39.0,20.0,39.0,51.0,13.0,17.0,0.9
晴,-7.4,-6.2,1029,27,0.0,8,1,0.8,35.0,18.0,35.0,41.0,9.0,27.0,0.8
晴,-5.4,-4.4,1029,22,0.0,2,1,2.6,32.0,13.0,32.0,39.0,7.0,32.0,0.6
晴,-5.5,-4.4,1028,23,0.0,8,1,2.1,25.0,17.0,25.0,45.0,7.0,29.0,0.5
晴,-8.6,-8.7,1028,35,0.0,6,1,1.8,24.0,15.0,24.0,35.0,10.0,35.0,0.5
晴,-6.5,-6.2,1029,32,0.0,8,1,1.7,33.0,14.0,33.0,50.0,14.0,20.0,0.6
晴,-3.9,-3.0,1028,24,0.0,8,1,2.3,58.0,34.0,65.0,63.0,26.0,9.0,1.6
晴,0.1,1.6,1026,15,0.0,6,1,2.8,32.0,19.0,32.0,30.0,15.0,49.0,0.6
晴,1.1,2.5,1025,15,0.0,8,1,3.0,57.0,32.0,64.0,50.0,30.0,34.0,1.1
晴,2.0,3.6,1023,14,0.0,6,1,2.5,78.0,57.0,73.0,54.0,29.0,39.0,1.2
晴,1.3,3.1,1023,14,0.0,6,1,2.0,74.0,54.0,66.0,51.0,26.0,44.0,1.0
晴,-0.6,1.3,1023,17,0.0,6,1,1.3,90.0,67.0,88.0,55.0,32.0,50.0,1.1
晴,-2.5,-0.6,1024,22,0.0,6,1,0.6,87.0,64.0,94.0,64.0,29.0,39.0,1.1
晴,-3.0,-2.0,1023,25,0.0,8,1,1.9,108.0,81.0,102.0,84.0,36.0,19.0,1.3
晴,-5.3,-3.9,1024,29,0.0,8,1,0.3,139.0,106.0,130.0,100.0,40.0,6.0,1.7
晴,2.1,4.2,1023,15,0.0,8,1,1.0,35.0,18.0,35.0,17.0,12.0,68.0,0.2
晴,0.4,2.2,1023,17,0.0,6,1,1.6,41.0,22.0,41.0,21.0,14.0,63.0,0.3
晴,-0.7,0.9,1024,20,0.0,6,1,1.5,41.0,23.0,41.0,31.0,19.0,52.0,0.4
晴,-4.6,-3.6,1025,30,0.0,2,1,0.8,114.0,86.0,100.0,92.0,48.0,5.0,1.3
晴,-5.1,-4.4,1025,30,0.0,6,1,1.3,140.0,107.0,127.0,93.0,69.0,6.0,2.1
晴,-6.0,-6.1,1025,37,0.0,2,1,1.4,165.0,125.0,139.0,89.0,55.0,5.0,2.4
晴,-7.1,-7.3,1025,40,0.0,2,1,1.0,156.0,119.0,139.0,87.0,53.0,4.0,2.7
晴,-9.0,-9.4,1024,45,0.0,2,1,0.4,162.0,123.0,125.0,83.0,57.0,4.0,2.5
晴,-9.6,-11.5,1024,54,0.0,6,1,1.1,144.0,110.0,119.0,79.0,35.0,5.0,3.4
晴,-6.8,-8.0,1025,47,0.0,4,1,1.5,68.0,49.0,57.0,69.0,26.0,4.0,1.8
晴,-3.3,-3.0,1025,34,0.0,2,1,1.4,50.0,35.0,38.0,63.0,17.0,8.0,1.3
晴,-0.8,0.5,1026,25,0.0,2,1,1.1,35.0,24.0,35.0,58.0,15.0,12.0,1.1
晴,0.1,1.5,1025,23,0.0,2,1,1.3,50.0,35.0,45.0,59.0,18.0,15.0,1.3
晴,2.3,3.8,1023,17,0.0,4,1,2.1,60.0,43.0,57.0,65.0,25.0,19.0,1.6
